"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Podkarpackie",60,0.35,0.3,16,1.93,9,0.51,26,0.22,9,0.32,"2020_07B","8_do_15_lipca_2020"
"Podlaskie",47,0.5,0.13,14,3.07,4,0.43,21,0.33,8,0.48,"2020_07B","8_do_15_lipca_2020"
"Pomorskie",2424,12.96,0.96,634,60.67,295,14.12,1226,9.84,269,8.64,"2020_07B","8_do_15_lipca_2020"
"Śląskie",1087,3,0.1,180,10.6,110,3.1,606,2.51,191,2.79,"2020_07B","8_do_15_lipca_2020"
"Świętokrzyskie",173,1.75,-0.57,23,5.44,21,2.24,88,1.33,41,2.14,"2020_07B","8_do_15_lipca_2020"
"Warmińsko-Mazurskie",118,1.03,-0.02,22,4.06,16,1.33,55,0.7,25,1.35,"2020_07B","8_do_15_lipca_2020"
"Wielkopolskie",1866,6.67,1.63,370,24.25,236,7.65,1013,5.41,247,5.34,"2020_07B","8_do_15_lipca_2020"
"Zachodniopomorskie",110,0.81,0.24,33,5.34,9,0.66,59,0.64,9,0.37,"2020_07B","8_do_15_lipca_2020"
"Dolnośląskie",558,2.75,0.01,88,9.14,59,2.97,308,2.27,103,2.71,"2020_07C","16_do_22_lipca_2020"
"Kujawsko-Pomorskie",654,4.5,0.64,144,20.86,115,7.63,321,3.28,74,2.93,"2020_07C","16_do_22_lipca_2020"
"Lubelskie",248,1.68,0.58,55,7.99,22,1.48,139,1.4,32,1.18,"2020_07C","16_do_22_lipca_2020"
"Lubuskie",93,1.31,0.37,36,10.67,12,1.61,41,0.86,4,0.33,"2020_07C","16_do_22_lipca_2020"
"Łódzkie",304,1.77,1.33,58,7.35,34,2.02,159,1.4,53,1.55,"2020_07C","16_do_22_lipca_2020"
"Małopolskie",486,2.04,-0.33,115,8.91,60,2.36,237,1.48,74,1.85,"2020_07C","16_do_22_lipca_2020"
"Mazowieckie",2103,5.55,1.73,446,21.33,259,6.3,1108,4.45,290,4.28,"2020_07C","16_do_22_lipca_2020"
"Opolskie",132,1.92,0.26,36,11.95,13,2.09,67,1.43,16,1.25,"2020_07C","16_do_22_lipca_2020"
"Podkarpackie",89,0.6,0.25,20,2.75,13,0.85,44,0.43,12,0.48,"2020_07C","16_do_22_lipca_2020"
"Podlaskie",110,1.33,0.83,47,11.77,18,2.23,29,0.52,16,1.11,"2020_07C","16_do_22_lipca_2020"
"Pomorskie",2569,15.7,2.74,756,82.68,318,17.4,1249,11.46,246,9.03,"2020_07C","16_do_22_lipca_2020"
"Śląskie",843,2.66,-0.34,145,9.76,98,3.16,453,2.15,147,2.46,"2020_07C","16_do_22_lipca_2020"
"Świętokrzyskie",96,1.11,-0.64,13,3.52,8,0.97,55,0.95,20,1.19,"2020_07C","16_do_22_lipca_2020"
"Warmińsko-Mazurskie",181,1.81,0.78,40,8.44,12,1.14,92,1.35,37,2.28,"2020_07C","16_do_22_lipca_2020"
"Wielkopolskie",1672,6.83,0.16,431,32.29,249,9.23,800,4.88,192,4.74,"2020_07C","16_do_22_lipca_2020"
"Zachodniopomorskie",167,1.4,0.6,42,7.77,32,2.7,76,0.95,17,0.79,"2020_07C","16_do_22_lipca_2020"
"Dolnośląskie",845,3.24,0.21,177,14.3,103,4.03,400,2.3,165,3.38,"2020_07D","23_do_31_lipca_2020"
"Kujawsko-Pomorskie",991,5.31,0.8,278,31.33,196,10.11,426,3.38,91,2.8,"2020_07D","23_do_31_lipca_2020"
"Lubelskie",310,1.63,-0.05,79,8.93,61,3.19,145,1.14,25,0.72,"2020_07D","23_do_31_lipca_2020"
"Lubuskie",146,1.6,0.29,59,13.6,34,3.54,50,0.81,3,0.19,"2020_07D","23_do_31_lipca_2020"
"Łódzkie",424,1.91,0.15,103,10.15,56,2.59,220,1.51,45,1.03,"2020_07D","23_do_31_lipca_2020"
"Małopolskie",742,2.42,0.38,197,11.88,109,3.34,358,1.74,78,1.52,"2020_07D","23_do_31_lipca_2020"
"Mazowieckie",2436,5,-0.55,592,22.02,368,6.97,1185,3.7,291,3.34,"2020_07D","23_do_31_lipca_2020"
"Opolskie",233,2.63,0.71,63,16.26,27,3.37,121,2.01,22,1.34,"2020_07D","23_do_31_lipca_2020"
"Podkarpackie",122,0.64,0.04,31,3.32,19,0.97,61,0.47,11,0.34,"2020_07D","23_do_31_lipca_2020"
"Podlaskie",86,0.81,-0.52,20,3.9,23,2.22,36,0.5,7,0.38,"2020_07D","23_do_31_lipca_2020"
"Pomorskie",3696,17.57,1.87,1180,100.37,555,23.62,1610,11.49,351,10.02,"2020_07D","23_do_31_lipca_2020"
"Śląskie",1396,3.43,0.77,311,16.28,196,4.91,699,2.58,190,2.47,"2020_07D","23_do_31_lipca_2020"
"Świętokrzyskie",202,1.81,0.71,54,11.36,34,3.22,89,1.19,25,1.16,"2020_07D","23_do_31_lipca_2020"
"Warmińsko-Mazurskie",187,1.46,-0.36,55,9.02,24,1.77,63,0.72,45,2.16,"2020_07D","23_do_31_lipca_2020"
"Wielkopolskie",3086,9.81,2.98,929,54.13,542,15.62,1358,6.45,257,4.94,"2020_07D","23_do_31_lipca_2020"
"Zachodniopomorskie",187,1.22,-0.18,61,8.78,20,1.31,87,0.84,19,0.69,"2020_07D","23_do_31_lipca_2020"
"Dolnośląskie",987,4.86,1.62,215,22.33,129,6.49,486,3.59,157,4.14,"2020_08A","1_do_7_sierpnia_2020"
"Kujawsko-Pomorskie",974,6.71,1.4,288,41.72,152,10.08,457,4.67,77,3.04,"2020_08A","1_do_7_sierpnia_2020"
"Lubelskie",750,5.07,3.44,196,28.49,114,7.67,357,3.6,83,3.07,"2020_08A","1_do_7_sierpnia_2020"
"Lubuskie",164,2.31,0.71,62,18.37,33,4.42,60,1.25,9,0.74,"2020_08A","1_do_7_sierpnia_2020"
"Łódzkie",653,3.79,1.88,108,13.68,69,4.11,396,3.49,80,2.34,"2020_08A","1_do_7_sierpnia_2020"
"Małopolskie",750,3.15,0.73,196,15.19,114,4.49,357,2.23,83,2.07,"2020_08A","1_do_7_sierpnia_2020"
"Mazowieckie",2752,7.27,2.26,714,34.15,347,8.45,1367,5.49,324,4.78,"2020_08A","1_do_7_sierpnia_2020"
"Opolskie",297,4.31,1.68,99,32.86,52,8.36,124,2.64,22,1.72,"2020_08A","1_do_7_sierpnia_2020"
"Podkarpackie",31,0.21,-0.43,9,1.24,4,0.26,10,0.1,8,0.32,"2020_08A","1_do_7_sierpnia_2020"
"Podlaskie",130,1.57,0.76,52,13.02,15,1.86,54,0.96,9,0.62,"2020_08A","1_do_7_sierpnia_2020"
"Pomorskie",3446,21.06,3.49,1053,115.16,508,27.79,1587,14.56,298,10.94,"2020_08A","1_do_7_sierpnia_2020"
"Śląskie",1377,4.35,0.92,322,21.67,183,5.89,697,3.3,175,2.93,"2020_08A","1_do_7_sierpnia_2020"
"Świętokrzyskie",53,0.61,-1.2,25,6.76,12,1.46,10,0.17,6,0.36,"2020_08A","1_do_7_sierpnia_2020"
"Warmińsko-Mazurskie",229,2.29,0.84,71,14.97,32,3.03,94,1.38,32,1.97,"2020_08A","1_do_7_sierpnia_2020"
"Wielkopolskie",2450,10.01,0.2,659,49.37,399,14.79,1191,7.27,201,4.97,"2020_08A","1_do_7_sierpnia_2020"
"Zachodniopomorskie",204,1.72,0.49,51,9.44,39,3.29,101,1.26,13,0.6,"2020_08A","1_do_7_sierpnia_2020"
"Dolnośląskie",818,3.53,-1.34,130,11.82,120,5.28,470,3.03,98,2.26,"2020_08B","8_do_15_sierpnia_2020"
"Kujawsko-Pomorskie",1165,7.02,0.31,327,41.45,259,15.03,480,4.29,99,3.43,"2020_08B","8_do_15_sierpnia_2020"
"Lubelskie",306,1.81,-3.26,99,12.59,47,2.77,133,1.17,27,0.87,"2020_08B","8_do_15_sierpnia_2020"
"Lubuskie",203,2.5,-0.09,85,22.03,38,4.45,75,1.37,5,0.36,"2020_08B","8_do_15_sierpnia_2020"
"Łódzkie",507,2.58,-1.22,134,14.85,102,5.32,208,1.6,63,1.62,"2020_08B","8_do_15_sierpnia_2020"
"Małopolskie",802,2.94,-0.2,234,15.87,104,3.58,397,2.17,67,1.46,"2020_08B","8_do_15_sierpnia_2020"
"Mazowieckie",2414,5.58,-1.69,660,27.62,338,7.2,1179,4.14,237,3.06,"2020_08B","8_do_15_sierpnia_2020"
"Opolskie",211,2.68,-1.63,60,17.42,32,4.5,90,1.68,29,1.99,"2020_08B","8_do_15_sierpnia_2020"
"Podkarpackie",99,0.58,0.37,41,4.93,19,1.09,34,0.29,5,0.18,"2020_08B","8_do_15_sierpnia_2020"
"Podlaskie",41,0.43,-1.14,15,3.29,3,0.33,20,0.31,3,0.18,"2020_08B","8_do_15_sierpnia_2020"
"Pomorskie",3395,18.15,-2.9,1050,100.47,561,26.86,1518,12.19,266,8.55,"2020_08B","8_do_15_sierpnia_2020"
"Śląskie",1391,3.84,-0.5,384,22.61,229,6.45,628,2.6,150,2.19,"2020_08B","8_do_15_sierpnia_2020"
"Świętokrzyskie",46,0.46,-0.15,6,1.42,5,0.53,26,0.39,9,0.47,"2020_08B","8_do_15_sierpnia_2020"
"Warmińsko-Mazurskie",268,2.35,0.06,87,16.05,48,3.98,103,1.32,30,1.62,"2020_08B","8_do_15_sierpnia_2020"
"Wielkopolskie",2739,9.79,-0.22,818,53.62,504,16.34,1177,6.28,240,5.19,"2020_08B","8_do_15_sierpnia_2020"
"Zachodniopomorskie",240,1.77,0.05,63,10.2,47,3.47,108,1.18,22,0.9,"2020_08B","8_do_15_sierpnia_2020"
"Dolnośląskie",929,4.58,1.05,172,17.87,117,5.89,496,3.66,144,3.79,"2020_08C","16_do_22_sierpnia_2020"
"Kujawsko-Pomorskie",1407,9.69,2.67,516,74.76,268,17.77,536,5.47,87,3.44,"2020_08C","16_do_22_sierpnia_2020"
"Lubelskie",282,1.91,0.1,81,11.77,45,3.03,118,1.19,38,1.41,"2020_08C","16_do_22_sierpnia_2020"
"Lubuskie",115,1.62,-0.88,23,6.81,20,2.68,65,1.36,7,0.57,"2020_08C","16_do_22_sierpnia_2020"
"Łódzkie",371,2.15,-0.42,107,13.55,50,2.98,179,1.58,35,1.03,"2020_08C","16_do_22_sierpnia_2020"
"Małopolskie",1292,5.42,2.48,346,26.82,205,8.07,614,3.84,127,3.17,"2020_08C","16_do_22_sierpnia_2020"
"Mazowieckie",1292,3.41,-2.17,346,16.55,205,4.99,614,2.47,127,1.87,"2020_08C","16_do_22_sierpnia_2020"
"Opolskie",212,3.08,0.4,81,26.88,21,3.37,91,1.94,19,1.49,"2020_08C","16_do_22_sierpnia_2020"
"Podkarpackie",141,0.95,0.37,49,6.74,19,1.24,55,0.54,18,0.73,"2020_08C","16_do_22_sierpnia_2020"
"Podlaskie",268,3.25,2.81,105,26.3,37,4.59,104,1.86,22,1.52,"2020_08C","16_do_22_sierpnia_2020"
"Pomorskie",4431,27.08,8.92,1343,146.87,698,38.19,2028,18.61,362,13.29,"2020_08C","16_do_22_sierpnia_2020"
"Śląskie",1398,4.41,0.57,379,25.5,236,7.6,646,3.06,137,2.29,"2020_08C","16_do_22_sierpnia_2020"
"Świętokrzyskie",73,0.84,0.38,32,8.65,20,2.43,18,0.31,3,0.18,"2020_08C","16_do_22_sierpnia_2020"
"Warmińsko-Mazurskie",312,3.13,0.78,110,23.2,65,6.16,107,1.57,30,1.85,"2020_08C","16_do_22_sierpnia_2020"
"Wielkopolskie",2816,11.51,1.71,795,59.56,471,17.45,1283,7.83,267,6.6,"2020_08C","16_do_22_sierpnia_2020"
"Zachodniopomorskie",154,1.3,-0.47,38,7.03,21,1.77,76,0.95,19,0.88,"2020_08C","16_do_22_sierpnia_2020"
"Dolnośląskie",1449,5.55,0.98,361,29.16,188,7.36,719,4.13,181,3.71,"2020_08D","23_do_31_sierpnia_2020"
"Kujawsko-Pomorskie",1728,9.26,-0.43,540,60.85,288,14.86,779,6.19,121,3.72,"2020_08D","23_do_31_sierpnia_2020"
"Lubelskie",351,1.85,-0.06,84,9.5,54,2.82,182,1.43,31,0.89,"2020_08D","23_do_31_sierpnia_2020"
"Lubuskie",104,1.14,-0.48,24,5.53,17,1.77,54,0.88,9,0.57,"2020_08D","23_do_31_sierpnia_2020"
"Łódzkie",1327,5.99,3.84,367,36.16,223,10.33,598,4.1,139,3.17,"2020_08D","23_do_31_sierpnia_2020"
"Małopolskie",1535,5.01,-0.41,500,30.14,252,7.71,638,3.1,145,2.82,"2020_08D","23_do_31_sierpnia_2020"
"Mazowieckie",4233,8.69,5.28,1174,43.67,617,11.68,2016,6.3,426,4.89,"2020_08D","23_do_31_sierpnia_2020"
"Opolskie",269,3.04,-0.04,57,14.71,37,4.62,140,2.32,35,2.13,"2020_08D","23_do_31_sierpnia_2020"
"Podkarpackie",151,0.79,-0.16,49,5.24,22,1.12,62,0.47,18,0.56,"2020_08D","23_do_31_sierpnia_2020"
"Podlaskie",817,7.7,4.45,209,40.71,176,16.97,378,5.25,54,2.9,"2020_08D","23_do_31_sierpnia_2020"
"Pomorskie",5437,25.84,-1.24,1749,148.77,743,31.62,2521,17.99,424,12.11,"2020_08D","23_do_31_sierpnia_2020"
"Śląskie",2353,5.78,1.36,761,39.83,385,9.64,961,3.54,246,3.2,"2020_08D","23_do_31_sierpnia_2020"
"Świętokrzyskie",30,0.27,-0.57,3,0.63,2,0.19,24,0.32,1,0.05,"2020_08D","23_do_31_sierpnia_2020"
"Warmińsko-Mazurskie",334,2.6,-0.52,74,12.14,77,5.67,131,1.49,52,2.5,"2020_08D","23_do_31_sierpnia_2020"
"Wielkopolskie",4747,15.09,3.58,1370,79.83,805,23.2,2161,10.26,411,7.9,"2020_08D","23_do_31_sierpnia_2020"
"Zachodniopomorskie",294,1.92,0.63,77,11.09,46,3.02,150,1.46,21,0.76,"2020_08D","23_do_31_sierpnia_2020"
"Dolnośląskie",1389,6.84,1.29,286,29.71,264,13.29,646,4.77,193,5.08,"2020_09A","1_do_7_września_2020"
"Kujawsko-Pomorskie",2004,13.8,4.54,558,80.84,443,29.38,841,8.59,162,6.41,"2020_09A","1_do_7_września_2020"
"Lubelskie",1012,6.84,5,330,47.96,183,12.31,443,4.47,56,2.07,"2020_09A","1_do_7_września_2020"
"Lubuskie",210,2.96,1.82,85,25.18,45,6.02,72,1.51,8,0.65,"2020_09A","1_do_7_września_2020"
"Łódzkie",511,2.97,-3.03,159,20.14,92,5.48,210,1.85,50,1.47,"2020_09A","1_do_7_września_2020"
"Małopolskie",1681,7.05,2.04,557,43.17,294,11.57,719,4.49,111,2.77,"2020_09A","1_do_7_września_2020"
"Mazowieckie",5084,13.42,4.73,1360,65.04,975,23.73,2352,9.44,397,5.86,"2020_09A","1_do_7_września_2020"
"Opolskie",338,4.91,1.87,78,25.89,62,9.96,160,3.41,38,2.98,"2020_09A","1_do_7_września_2020"
"Podkarpackie",106,0.71,-0.08,28,3.85,18,1.18,49,0.48,11,0.44,"2020_09A","1_do_7_września_2020"
"Podlaskie",250,3.03,-4.67,80,20.04,62,7.69,91,1.62,17,1.17,"2020_09A","1_do_7_września_2020"
"Pomorskie",5161,31.54,5.7,1664,181.97,928,50.77,2175,19.96,394,14.47,"2020_09A","1_do_7_września_2020"
"Śląskie",1886,5.96,0.18,488,32.84,344,11.08,848,4.02,206,3.44,"2020_09A","1_do_7_września_2020"
"Świętokrzyskie",176,2.03,1.76,91,24.61,45,5.48,36,0.62,4,0.24,"2020_09A","1_do_7_września_2020"
"Warmińsko-Mazurskie",654,6.55,3.95,173,36.48,148,14.02,251,3.67,82,5.06,"2020_09A","1_do_7_września_2020"
"Wielkopolskie",4504,18.41,3.32,1319,98.82,902,33.43,1967,12,316,7.81,"2020_09A","1_do_7_września_2020"
"Zachodniopomorskie",273,2.3,0.37,80,14.81,47,3.97,125,1.56,21,0.98,"2020_09A","1_do_7_września_2020"
"Dolnośląskie",3044,13.12,6.28,668,60.71,798,35.14,1327,8.57,251,5.79,"2020_09B","8_do_15_września_2020"
"Kujawsko-Pomorskie",4230,25.49,11.69,1053,133.48,1229,71.32,1748,15.62,200,6.92,"2020_09B","8_do_15_września_2020"
"Lubelskie",1337,7.91,1.07,341,43.37,423,24.89,498,4.4,75,2.43,"2020_09B","8_do_15_września_2020"
"Lubuskie",475,5.86,2.9,135,35,158,18.5,163,2.98,19,1.36,"2020_09B","8_do_15_września_2020"
"Łódzkie",1647,8.37,5.4,467,51.76,442,23.03,629,4.85,109,2.8,"2020_09B","8_do_15_września_2020"
"Małopolskie",2877,10.56,3.51,779,52.84,844,29.06,1082,5.92,172,3.76,"2020_09B","8_do_15_września_2020"
"Mazowieckie",9538,22.03,8.61,2408,100.77,2491,53.05,4045,14.21,594,7.67,"2020_09B","8_do_15_września_2020"
"Opolskie",796,10.11,5.2,220,63.89,227,31.92,303,5.65,46,3.15,"2020_09B","8_do_15_września_2020"
"Podkarpackie",234,1.37,0.66,70,8.42,60,3.43,87,0.75,17,0.6,"2020_09B","8_do_15_września_2020"
"Podlaskie",640,6.78,3.75,188,41.2,191,20.72,228,3.56,33,2,"2020_09B","8_do_15_września_2020"
"Pomorskie",11197,59.87,28.33,2885,276.06,2982,142.75,4752,38.15,578,18.57,"2020_09B","8_do_15_września_2020"
"Śląskie",4549,12.57,6.61,1150,67.71,1196,33.7,1870,7.76,333,4.87,"2020_09B","8_do_15_września_2020"
"Świętokrzyskie",243,2.45,0.42,46,10.88,62,6.6,115,1.74,20,1.04,"2020_09B","8_do_15_września_2020"
"Warmińsko-Mazurskie",896,7.85,1.3,231,42.62,260,21.55,352,4.51,53,2.86,"2020_09B","8_do_15_września_2020"
"Wielkopolskie",9956,35.6,17.2,2660,174.37,2594,84.11,4213,22.49,489,10.57,"2020_09B","8_do_15_września_2020"
"Zachodniopomorskie",841,6.19,3.89,258,41.79,223,16.47,307,3.35,53,2.16,"2020_09B","8_do_15_września_2020"
"Dolnośląskie",2882,14.2,1.08,646,67.1,618,31.1,1380,10.18,238,6.27,"2020_09C","16_do_22_września_2020"
"Kujawsko-Pomorskie",3522,24.25,-1.23,854,123.72,817,54.18,1673,17.08,178,7.04,"2020_09C","16_do_22_września_2020"
"Lubelskie",1233,8.34,0.43,276,40.11,324,21.79,563,5.68,70,2.59,"2020_09C","16_do_22_września_2020"
"Lubuskie",269,3.79,-2.07,46,13.63,84,11.24,130,2.72,9,0.74,"2020_09C","16_do_22_września_2020"
"Łódzkie",1770,10.28,1.91,444,56.24,444,26.44,751,6.62,131,3.84,"2020_09C","16_do_22_września_2020"
"Małopolskie",1958,8.22,-2.35,418,32.4,468,18.42,934,5.84,138,3.45,"2020_09C","16_do_22_września_2020"
"Mazowieckie",11735,30.98,8.95,2708,129.51,2534,61.68,5698,22.88,795,11.73,"2020_09C","16_do_22_września_2020"
"Opolskie",743,10.78,0.67,196,65.05,161,25.87,339,7.23,47,3.68,"2020_09C","16_do_22_września_2020"
"Podkarpackie",407,2.73,1.36,115,15.81,88,5.75,183,1.8,21,0.85,"2020_09C","16_do_22_września_2020"
"Podlaskie",685,8.3,1.51,169,42.32,177,21.94,311,5.55,28,1.94,"2020_09C","16_do_22_września_2020"
"Pomorskie",12301,75.17,15.3,3104,339.45,2620,143.34,5906,54.19,671,24.64,"2020_09C","16_do_22_września_2020"
"Śląskie",6267,19.79,7.22,1669,112.3,1638,52.75,2626,12.45,334,5.58,"2020_09C","16_do_22_września_2020"
"Świętokrzyskie",520,6,3.55,171,46.24,164,19.96,172,2.97,13,0.77,"2020_09C","16_do_22_września_2020"
"Warmińsko-Mazurskie",975,9.77,1.91,211,44.5,197,18.66,484,7.09,83,5.12,"2020_09C","16_do_22_września_2020"
"Wielkopolskie",8574,35.04,-0.56,2048,153.43,1948,72.19,4106,25.05,472,11.66,"2020_09C","16_do_22_września_2020"
"Zachodniopomorskie",661,5.56,-0.63,142,26.28,152,12.83,341,4.25,26,1.21,"2020_09C","16_do_22_września_2020"
"Dolnośląskie",3149,13.57,-0.62,595,54.08,583,25.67,1690,10.91,281,6.48,"2020_09D","23_do_30_września_2020"
"Kujawsko-Pomorskie",3970,23.92,-0.33,965,122.33,785,45.55,1968,17.58,252,8.72,"2020_09D","23_do_30_września_2020"
"Lubelskie",1340,7.93,-0.41,330,41.97,283,16.65,632,5.58,95,3.07,"2020_09D","23_do_30_września_2020"
"Lubuskie",663,8.18,4.39,147,38.11,127,14.87,357,6.53,32,2.29,"2020_09D","23_do_30_września_2020"
"Łódzkie",1435,7.29,-2.99,334,37.02,262,13.65,701,5.41,138,3.54,"2020_09D","23_do_30_września_2020"
"Małopolskie",4105,15.07,6.86,883,59.89,797,27.44,2114,11.56,311,6.8,"2020_09D","23_do_30_września_2020"
"Mazowieckie",12825,29.62,-1.35,2551,106.76,2281,48.58,7053,24.78,940,12.14,"2020_09D","23_do_30_września_2020"
"Opolskie",1037,13.17,2.39,247,71.73,186,26.15,504,9.4,100,6.85,"2020_09D","23_do_30_września_2020"
"Podkarpackie",543,3.19,0.46,144,17.33,84,4.8,277,2.39,38,1.34,"2020_09D","23_do_30_września_2020"
"Podlaskie",680,7.21,-1.09,173,37.91,97,10.52,359,5.61,51,3.08,"2020_09D","23_do_30_września_2020"
"Pomorskie",10577,56.55,-18.61,2760,264.1,1563,74.82,5582,44.82,672,21.59,"2020_09D","23_do_30_września_2020"
"Śląskie",4868,13.45,-6.34,1101,64.82,990,27.9,2404,9.97,373,5.46,"2020_09D","23_do_30_września_2020"
"Świętokrzyskie",653,6.6,0.59,122,28.87,180,19.17,305,4.61,46,2.4,"2020_09D","23_do_30_września_2020"
"Warmińsko-Mazurskie",1269,11.12,1.36,225,41.52,274,22.71,653,8.36,117,6.32,"2020_09D","23_do_30_września_2020"
"Wielkopolskie",11175,39.96,4.92,2401,157.39,1948,63.17,5952,31.78,874,18.9,"2020_09D","23_do_30_września_2020"
"Zachodniopomorskie",946,6.96,1.4,235,38.06,200,14.77,449,4.9,62,2.52,"2020_09D","23_do_30_września_2020"
"Dolnośląskie",3225,15.89,2.31,676,70.09,503,25.17,1781,13.22,265,6.86,"2020_10A","1_do_7_października_2020"
"Kujawsko-Pomorskie",2901,20,-3.95,587,85.07,461,30.57,1626,16.7,227,8.82,"2020_10A","1_do_7_października_2020"
"Lubelskie",2069,14.02,6.07,541,78.66,280,18.87,1143,11.61,105,3.83,"2020_10A","1_do_7_października_2020"
"Lubuskie",323,4.56,-3.63,36,10.73,40,5.35,236,4.97,11,0.88,"2020_10A","1_do_7_października_2020"
"Łódzkie",1527,8.89,1.58,311,39.55,322,19.15,743,6.6,151,4.37,"2020_10A","1_do_7_października_2020"
"Małopolskie",3661,15.33,0.29,775,59.61,597,23.4,2025,12.69,264,6.5,"2020_10A","1_do_7_października_2020"
"Mazowieckie",11547,30.42,0.86,2492,118.22,1848,44.71,6329,25.48,878,12.75,"2020_10A","1_do_7_października_2020"
"Opolskie",854,12.42,-0.78,178,59.06,112,17.95,496,10.65,68,5.25,"2020_10A","1_do_7_października_2020"
"Podkarpackie",410,2.75,-0.44,96,13.14,43,2.81,232,2.29,39,1.55,"2020_10A","1_do_7_października_2020"
"Podlaskie",715,8.67,1.45,181,45.09,79,9.78,402,7.21,53,3.61,"2020_10A","1_do_7_października_2020"
"Pomorskie",11713,71.39,14.98,2919,316.39,1648,89.72,6221,57.22,925,33.33,"2020_10A","1_do_7_października_2020"
"Śląskie",5855,18.51,5.05,1193,80.42,891,28.59,3295,15.73,476,7.84,"2020_10A","1_do_7_października_2020"
"Świętokrzyskie",276,3.2,-3.42,74,20.09,72,8.78,102,1.78,28,1.64,"2020_10A","1_do_7_października_2020"
"Warmińsko-Mazurskie",833,8.36,-2.79,166,35.27,124,11.76,445,6.56,98,5.93,"2020_10A","1_do_7_października_2020"
"Wielkopolskie",6446,26.32,-13.61,1417,105.75,1022,37.7,3546,21.72,461,11.2,"2020_10A","1_do_7_października_2020"
"Zachodniopomorskie",707,5.95,-1.02,193,35.82,108,9.12,366,4.6,40,1.83,"2020_10A","1_do_7_października_2020"
"Dolnośląskie",3732,16.09,0.2,604,54.8,464,20.32,2295,14.9,369,8.36,"2020_10B","8_do_15_października_2020"
"Kujawsko-Pomorskie",4804,28.98,8.98,1076,136.44,772,44.8,2627,23.61,329,11.19,"2020_10B","8_do_15_października_2020"
"Lubelskie",1904,11.29,-2.73,341,43.38,207,12.2,1196,10.63,160,5.1,"2020_10B","8_do_15_października_2020"
"Lubuskie",570,7.04,2.48,82,21.38,73,8.54,369,6.79,46,3.23,"2020_10B","8_do_15_października_2020"
"Łódzkie",3244,16.52,7.63,557,61.98,609,31.7,1757,13.66,321,8.12,"2020_10B","8_do_15_października_2020"
"Małopolskie",4252,15.58,0.25,745,50.14,557,19.1,2548,13.97,402,8.66,"2020_10B","8_do_15_października_2020"
"Mazowieckie",10728,24.73,-5.69,1963,81.48,1301,27.54,6511,22.94,953,12.11,"2020_10B","8_do_15_października_2020"
"Opolskie",990,12.59,0.18,155,45,110,15.43,623,11.71,102,6.88,"2020_10B","8_do_15_października_2020"
"Podkarpackie",755,4.44,1.68,133,15.93,69,3.95,491,4.25,62,2.15,"2020_10B","8_do_15_października_2020"
"Podlaskie",882,9.36,0.69,150,32.69,90,9.75,573,9,69,4.11,"2020_10B","8_do_15_października_2020"
"Pomorskie",11193,59.69,-11.7,2775,263.18,1344,64.02,6302,50.72,772,24.34,"2020_10B","8_do_15_października_2020"
"Śląskie",6654,18.41,-0.1,1105,65.18,883,24.79,3950,16.5,716,10.31,"2020_10B","8_do_15_października_2020"
"Świętokrzyskie",532,5.39,2.19,93,22.09,98,10.45,287,4.37,54,2.78,"2020_10B","8_do_15_października_2020"
"Warmińsko-Mazurskie",921,8.09,-0.27,156,29.01,112,9.29,530,6.84,123,6.51,"2020_10B","8_do_15_października_2020"
"Wielkopolskie",8841,31.59,5.27,1868,121.99,1291,41.67,4923,26.39,759,16.13,"2020_10B","8_do_15_października_2020"
"Zachodniopomorskie",1030,7.59,1.64,216,35.08,141,10.42,606,6.66,67,2.68,"2020_10B","8_do_15_października_2020"
"Dolnośląskie",3200,15.76,-0.32,339,35.15,328,16.42,2178,16.16,355,9.19,"2020_10C","16_do_22_października_2020"
"Kujawsko-Pomorskie",4538,31.28,2.31,853,123.62,583,38.66,2741,28.15,361,14.03,"2020_10C","16_do_22_października_2020"
"Lubelskie",2175,14.74,3.45,375,54.52,227,15.29,1386,14.08,187,6.82,"2020_10C","16_do_22_października_2020"
"Lubuskie",2175,30.72,22.14,375,111.73,227,30.36,1386,29.17,187,15.01,"2020_10C","16_do_22_października_2020"
"Łódzkie",1603,9.33,-7.19,265,33.7,161,9.58,980,8.7,197,5.7,"2020_10C","16_do_22_października_2020"
"Małopolskie",2921,12.23,-3.35,318,24.46,243,9.52,2055,12.87,305,7.51,"2020_10C","16_do_22_października_2020"
"Mazowieckie",15784,41.58,16.85,2342,111.1,1679,40.62,10381,41.8,1382,20.07,"2020_10C","16_do_22_października_2020"
"Opolskie",1214,17.65,5.06,172,57.07,110,17.63,824,17.69,108,8.33,"2020_10C","16_do_22_października_2020"
"Podkarpackie",1061,7.13,2.69,141,19.31,97,6.35,728,7.2,95,3.77,"2020_10C","16_do_22_października_2020"
"Podlaskie",924,11.2,1.85,169,42.1,85,10.52,592,10.62,78,5.32,"2020_10C","16_do_22_października_2020"
"Pomorskie",12482,76.07,16.38,2616,283.55,1572,85.58,7314,67.27,980,35.31,"2020_10C","16_do_22_października_2020"
"Śląskie",4759,15.05,-3.36,892,60.13,670,21.5,2781,13.27,416,6.85,"2020_10C","16_do_22_października_2020"
"Świętokrzyskie",506,5.86,0.47,63,17.1,75,9.14,309,5.38,59,3.47,"2020_10C","16_do_22_października_2020"
